,label,CNN-CV-0,CNN-CV-1,CNN-TF-0,CNN-TF-1,CNN-W2V-0,CNN-W2V-1,CNN-GLOVE-0,CNN-GLOVE-1,CNN-FAST-0,CNN-FAST-1
2259,1,0.4570517,0.5395421,0.45223236,0.5572689,0.1619035,0.8218777,0.4738629,0.5463285,0.31164503,0.64874494
2260,1,0.3970252,0.5999909,0.4680581,0.5406297,0.27027276,0.7409388,0.5795562,0.4790354,0.4865196,0.4869134
2261,1,0.46651578,0.5295529,0.5096572,0.4965984,0.3996252,0.6093978,0.52208865,0.487459,0.52020466,0.4649953
2262,1,0.39836437,0.5984233,0.4620127,0.5468879,0.2673298,0.6983428,0.5039477,0.5253678,0.3437575,0.64644635
2263,0,0.48551452,0.51056945,0.68983793,0.30809262,0.81655836,0.2413207,0.5904892,0.39620465,0.629655,0.3689759
2264,1,0.45440635,0.54228055,0.47278205,0.535733,0.32889402,0.64436036,0.5848718,0.48265326,0.2918934,0.68710697
2265,0,0.40129954,0.59564984,0.47120234,0.53727853,0.7545115,0.27041662,0.5382878,0.51591635,0.44714928,0.54581666
2266,0,0.57752645,0.4172411,0.6012121,0.39983636,0.9003192,0.15710613,0.5599958,0.45569384,0.5644611,0.39948952
2267,0,0.5520392,0.44245395,0.5725367,0.43044993,0.73395586,0.3136009,0.5084375,0.5257737,0.42845884,0.5567039
2268,0,0.4614781,0.5350153,0.60449386,0.3967751,0.5214724,0.51946205,0.5520077,0.49159274,0.44229898,0.55982816
2269,1,0.3852999,0.6121292,0.4443306,0.56569016,0.261411,0.73061955,0.4810085,0.5398656,0.3002415,0.702869
2270,1,0.4453113,0.55139786,0.47462878,0.53393406,0.36730838,0.6796615,0.55308646,0.47215727,0.35109818,0.6404032
2271,0,0.4438886,0.5523898,0.5522651,0.45189667,0.58146656,0.50250405,0.46200287,0.45545274,0.50636315,0.48106176
2272,0,0.41700265,0.5797502,0.43848288,0.5716119,0.5231115,0.5166197,0.51965284,0.4478596,0.5134783,0.47710288
2273,0,0.45094305,0.5454763,0.4649757,0.5436361,0.7045746,0.36922747,0.53192323,0.47331324,0.5347221,0.4407895
2274,1,0.42612985,0.5705751,0.5040001,0.50261766,0.27410585,0.72467405,0.57033736,0.47894076,0.3763499,0.62235695
2275,1,0.40336525,0.59349203,0.5121298,0.49412027,0.33040714,0.7033875,0.5611963,0.50503534,0.27713063,0.72852063
2276,0,0.39558882,0.60140014,0.5361778,0.46809155,0.74690914,0.30003777,0.5466209,0.53366363,0.45556793,0.5390089
2277,1,0.48685852,0.5089465,0.591797,0.41046426,0.3153835,0.7169621,0.49355915,0.47700006,0.4283951,0.5467843
2278,0,0.53022146,0.46486455,0.55558634,0.44817144,0.55500984,0.48194167,0.5179294,0.4762824,0.48846135,0.5046292
2279,1,0.41894674,0.5779108,0.5466572,0.45719373,0.5646515,0.47324938,0.6020435,0.40153044,0.33537424,0.6630055
2280,1,0.45237014,0.5442115,0.48617738,0.5211852,0.48654374,0.5702582,0.5314475,0.46462077,0.30794358,0.67482704
2281,0,0.4166329,0.5801267,0.43905386,0.5710653,0.4298649,0.5820375,0.49176666,0.5312719,0.45686433,0.5418317
2282,0,0.55431306,0.44111785,0.661225,0.3375495,0.6238805,0.42242134,0.55313605,0.48066944,0.5523176,0.4485499
2283,1,0.4387871,0.5579001,0.4539117,0.55533284,0.3466325,0.66603965,0.5601053,0.4909116,0.47525355,0.48899072
2284,0,0.48440245,0.511632,0.63644755,0.36420065,0.81724685,0.23329139,0.4937012,0.504991,0.44432598,0.5442148
2285,1,0.41456795,0.5822511,0.46688026,0.5419854,0.19723737,0.83140135,0.5514574,0.4601058,0.31526184,0.6820326
2286,0,0.42464155,0.5720923,0.44815224,0.5616668,0.7036608,0.33378267,0.5244299,0.46031523,0.6398172,0.340748
2287,0,0.40848392,0.5884128,0.43451563,0.57538295,0.59393615,0.4308781,0.53776014,0.4840559,0.45768812,0.53006816
2288,0,0.4062202,0.5906666,0.4494837,0.5601529,0.56021136,0.50283545,0.51628083,0.5279828,0.4221207,0.59559554
2289,0,0.42867625,0.56805325,0.60125744,0.4003194,0.6988261,0.33845317,0.58652955,0.43403774,0.65282226,0.32921386
2290,1,0.38567147,0.61167085,0.5032602,0.5032939,0.37846494,0.6746378,0.5326966,0.43260616,0.36690336,0.64085793
2291,1,0.3823118,0.6153733,0.44839033,0.561243,0.41994864,0.57020605,0.5128631,0.50001955,0.36506802,0.63835806
2292,0,0.40352333,0.59337085,0.4679288,0.5409467,0.6014594,0.46843904,0.5702694,0.4528219,0.5592864,0.43701714
2293,0,0.41059253,0.58623266,0.48101357,0.5270267,0.46342936,0.5380224,0.506774,0.45093217,0.53886306,0.43281126
2294,0,0.42909902,0.5676439,0.48352304,0.524552,0.8132187,0.25342378,0.5788008,0.44921428,0.6727856,0.3169432
2295,1,0.4376948,0.5587148,0.63350004,0.36589378,0.40417415,0.61624295,0.5482795,0.44778144,0.42022672,0.5817336
2296,0,0.5396646,0.4557272,0.6242055,0.37677097,0.86026204,0.22856143,0.57317686,0.48903105,0.38967478,0.5882304
2297,0,0.5060431,0.4891396,0.5255597,0.47988617,0.5772677,0.42239606,0.5944374,0.39548475,0.61729866,0.3619148
2298,1,0.44295886,0.5536318,0.46818224,0.5407693,0.55087715,0.48475367,0.5256538,0.49405915,0.45780292,0.5258309
2299,1,0.48410317,0.5117305,0.55866635,0.44528088,0.28194726,0.72112405,0.52556247,0.48177052,0.26411742,0.7385911
2300,0,0.46830934,0.52813053,0.5293408,0.4758495,0.6482963,0.40995744,0.51820046,0.47447315,0.51564324,0.44437188
2301,0,0.676782,0.31686676,0.7743044,0.22032636,0.51889026,0.51993346,0.49587893,0.519605,0.532041,0.45350328
2302,0,0.5047342,0.49115992,0.64864,0.35073394,0.6202465,0.4437455,0.5601594,0.48931208,0.571632,0.418838
2303,0,0.48757312,0.5084074,0.4991271,0.5071141,0.74019825,0.31759572,0.533347,0.4296711,0.6727744,0.3211506
2304,1,0.41966414,0.5770693,0.49113333,0.51596045,0.36443007,0.6648012,0.5408019,0.5037387,0.2775222,0.70240164
2305,1,0.40222666,0.5946168,0.46962878,0.53854394,0.4290278,0.6149351,0.5488644,0.49156058,0.34740788,0.62333226
2306,1,0.42951027,0.5672065,0.52620983,0.47920275,0.25204098,0.77414334,0.5614904,0.47002307,0.35598376,0.62854433
2307,1,0.38466784,0.6128466,0.44231278,0.5676867,0.22012624,0.7872408,0.5072273,0.5214928,0.3237028,0.66460454
2308,0,0.46162245,0.534668,0.47759345,0.5304607,0.74864614,0.32477003,0.5622799,0.41335428,0.5295766,0.45220643
2309,0,0.43869486,0.5579251,0.51766074,0.4887526,0.59828126,0.4115832,0.57442486,0.47449452,0.5315907,0.47936454
2310,0,0.4159794,0.5807111,0.48099723,0.5266648,0.67348087,0.37019038,0.46714863,0.5295106,0.58248454,0.414329
2311,0,0.48973116,0.50596905,0.50790757,0.49814507,0.64019746,0.38084406,0.5495776,0.4549329,0.47565454,0.4827913
2312,1,0.39153832,0.60565597,0.4609524,0.5481887,0.21248788,0.79996157,0.46157485,0.45243692,0.31016666,0.68018043
2313,1,0.46072093,0.5355852,0.5707459,0.43386102,0.3227859,0.6834638,0.5044567,0.4698649,0.48953894,0.50626945
2314,0,0.5165828,0.4787324,0.6049596,0.39629844,0.83930266,0.2013027,0.707078,0.33858332,0.68579304,0.2928751
2315,1,0.432557,0.56425464,0.4647363,0.544116,0.26717192,0.73003656,0.54271257,0.46353686,0.3365984,0.6280546
2316,0,0.4855743,0.51002514,0.5663419,0.4364338,0.70353544,0.3809877,0.50295633,0.49168178,0.64618456,0.34195876
2317,0,0.45646837,0.54023,0.56179744,0.44156405,0.77343726,0.26734945,0.5317104,0.47773054,0.5941434,0.37543297
2318,0,0.42400423,0.5726811,0.48349088,0.5244746,0.7304374,0.29714057,0.55718625,0.45983,0.5524582,0.4514866
2319,0,0.39859045,0.59840155,0.44478917,0.56507856,0.6708382,0.36705017,0.49850616,0.5243279,0.42504728,0.576978
2320,0,0.50696355,0.48893014,0.5851891,0.41758734,0.64663184,0.40347293,0.5298464,0.44915935,0.3494698,0.6156014
2321,1,0.44271293,0.5539579,0.5433486,0.46086422,0.5152894,0.5186115,0.5649034,0.46403557,0.32053733,0.65093404
2322,0,0.451666,0.54493904,0.4895882,0.5175882,0.42123997,0.6293391,0.5525965,0.51156634,0.563705,0.44378746
2323,0,0.40659773,0.5902133,0.5474443,0.45669475,0.7616681,0.31787795,0.59167355,0.47720596,0.34451935,0.6634874
2324,1,0.40629053,0.5905474,0.45508048,0.55430007,0.47721738,0.5351791,0.5918157,0.41715282,0.4618891,0.5251401
2325,0,0.4564628,0.5402908,0.4826699,0.52478445,0.83269036,0.23970133,0.5630122,0.4792014,0.4957457,0.4882565
2326,0,0.4983071,0.49721628,0.6057561,0.39514863,0.67134154,0.3948448,0.5674387,0.45103696,0.67205745,0.3005682
2327,0,0.6729191,0.32113355,0.75635993,0.23898208,0.78478825,0.24687555,0.5709383,0.5012922,0.534546,0.45175877
2328,0,0.4202566,0.5764877,0.5040399,0.502813,0.85313785,0.19188687,0.56649184,0.4525309,0.65920395,0.32425687
2329,0,0.42240703,0.57428485,0.5697152,0.43347543,0.4760586,0.57232213,0.55040693,0.44546628,0.63271236,0.3328386
2330,0,0.43599352,0.5606921,0.5217771,0.48376042,0.6687772,0.38778958,0.54280627,0.48405543,0.5494266,0.46395856
2331,1,0.40343228,0.5934815,0.4634065,0.5452528,0.28575277,0.7246499,0.5366665,0.48574042,0.37280923,0.6226935
2332,1,0.39184952,0.60546714,0.5360724,0.46870458,0.3730309,0.66970146,0.51993597,0.4464349,0.3921271,0.6202103
2333,0,0.587125,0.40780312,0.6296011,0.36979485,0.7341494,0.39109525,0.55059934,0.40381628,0.4934971,0.48973072
2334,1,0.39847687,0.5988311,0.52134395,0.4842304,0.46475205,0.6062935,0.4704583,0.4858249,0.4320152,0.5862841
2335,0,0.42964742,0.56715405,0.47311717,0.53536934,0.63777626,0.39211965,0.55136335,0.43721396,0.60506356,0.36885425
2336,1,0.42564407,0.57113314,0.48645338,0.52105975,0.25208887,0.7742832,0.60056007,0.39915642,0.3998201,0.58834493
2337,1,0.3935681,0.60372984,0.46146178,0.5477619,0.24514624,0.76667035,0.5393244,0.4768171,0.35303843,0.6431514
2338,0,0.5415147,0.45374632,0.6903961,0.30735314,0.5108832,0.59631693,0.58558357,0.5358421,0.5166825,0.5068843
2339,1,0.38822678,0.609036,0.45254016,0.5567514,0.47698364,0.57240975,0.51002806,0.43711692,0.42555282,0.56351215
2340,1,0.40340415,0.59359056,0.44725555,0.5625116,0.40008926,0.6199956,0.55634004,0.4366166,0.543435,0.4362218
2341,0,0.60742843,0.3867306,0.71496403,0.2813956,0.59999436,0.42702532,0.5687226,0.40371442,0.59804267,0.38787103
2342,1,0.40596533,0.5909309,0.45026094,0.55924845,0.3363068,0.6352089,0.5345561,0.46577018,0.590715,0.41875556
2343,0,0.56833625,0.42627227,0.53933054,0.46603614,0.6345164,0.4382337,0.52310514,0.45823586,0.55523264,0.39915192
2344,0,0.49481797,0.5011753,0.5125576,0.49369258,0.7620975,0.28832728,0.5121793,0.52620715,0.37143797,0.62242496
2345,1,0.4387511,0.5579819,0.48686078,0.520524,0.20150346,0.7982032,0.57162565,0.49017203,0.37366074,0.60494566
2346,0,0.5661222,0.4292021,0.5834847,0.41907698,0.62710994,0.41691652,0.54187256,0.5109858,0.4973947,0.45230392
2347,0,0.5565814,0.43827364,0.6049199,0.3964167,0.48022193,0.5159717,0.5617547,0.4813257,0.42769712,0.5549067
2348,0,0.45539933,0.54090166,0.4608813,0.54801613,0.65347433,0.39484334,0.49858487,0.48427546,0.3669088,0.6355468
2349,0,0.472072,0.52400947,0.5722329,0.43047237,0.55561393,0.48106855,0.52934074,0.51315415,0.39575303,0.6104605
2350,1,0.43946964,0.5573052,0.5094402,0.49710014,0.3648077,0.6429041,0.5769582,0.46008074,0.39274105,0.59328395
2351,1,0.41746545,0.5795395,0.48078272,0.52736956,0.2821585,0.7487111,0.53147066,0.47491536,0.32859555,0.6339271
2352,0,0.44694304,0.5494631,0.44515166,0.5647553,0.5168378,0.5375507,0.5054225,0.44548646,0.5070954,0.47913936
2353,0,0.42397055,0.5726584,0.5090138,0.49699828,0.6353097,0.38948736,0.51816744,0.5297211,0.43365788,0.5263437
2354,1,0.4134624,0.58314896,0.47982645,0.5282677,0.21614364,0.7991162,0.5433129,0.4193593,0.4242162,0.5612156
2355,0,0.44561517,0.55132854,0.46566236,0.5431701,0.62268066,0.4491282,0.5667022,0.44597942,0.45865646,0.5659004
2356,1,0.41070342,0.58614457,0.49198174,0.5155667,0.35842508,0.6742859,0.5162386,0.47987857,0.3729881,0.6092047
2357,0,0.5198524,0.4757277,0.4766142,0.5316203,0.8191917,0.22357973,0.55633664,0.47959614,0.57454604,0.3886642
2358,1,0.40146524,0.5954555,0.48124602,0.5267129,0.30813998,0.7454733,0.51795965,0.49477395,0.39593875,0.58312744
2359,0,0.43414903,0.5627335,0.47788423,0.5302555,0.4876845,0.567561,0.56492215,0.4891674,0.45532554,0.54683244
2360,1,0.48324,0.51268595,0.523271,0.48207167,0.39465755,0.6350533,0.5432846,0.49953902,0.3767575,0.6057592
2361,0,0.48766673,0.50811934,0.4631094,0.54589105,0.8260992,0.213234,0.5783019,0.3839544,0.5294831,0.44675243
2362,0,0.3822999,0.61513335,0.48203784,0.5259219,0.61373717,0.3856561,0.5137937,0.5261247,0.40713334,0.5905329
2363,0,0.47117415,0.5249682,0.58981454,0.4120947,0.6141342,0.4571298,0.5466064,0.51231164,0.48222357,0.5030854
2364,0,0.46597862,0.5306503,0.5061587,0.5004807,0.72910714,0.32559237,0.44732112,0.54224646,0.41770193,0.57933533
2365,0,0.48533928,0.5102036,0.62907326,0.37128234,0.40110183,0.6107839,0.54169095,0.48570493,0.47287118,0.5269464
2366,1,0.4181601,0.5784607,0.47077492,0.5376254,0.4173668,0.5899719,0.5274456,0.44008297,0.37752712,0.6177198
2367,0,0.38364822,0.61431277,0.46969584,0.5388905,0.40024725,0.58564544,0.5545985,0.4609898,0.36152858,0.6369548
2368,1,0.42843387,0.56829983,0.441082,0.5690083,0.24750152,0.7339117,0.5435339,0.47752595,0.3511179,0.6421303
2369,1,0.37218022,0.62560475,0.43882626,0.5712784,0.3431277,0.6355084,0.50471556,0.48144147,0.38730013,0.587147
2370,0,0.6363893,0.35831255,0.731372,0.2645599,0.6850488,0.35387897,0.53162694,0.47426966,0.5764651,0.42184934
2371,0,0.5775697,0.41678846,0.6576447,0.34196183,0.65530515,0.3948269,0.5562282,0.48125336,0.39022726,0.5732989
2372,0,0.49831372,0.4970379,0.653739,0.34592503,0.68482417,0.42077243,0.56425506,0.50649685,0.52459943,0.4597675
2373,0,0.45091492,0.5455148,0.5038765,0.5025788,0.68225694,0.37413943,0.5886087,0.46793336,0.59252506,0.39126915
2374,1,0.41311294,0.583659,0.49685654,0.51004046,0.51148164,0.558809,0.57149273,0.44212073,0.5605005,0.4454669
2375,0,0.44299948,0.55349326,0.54253995,0.46200165,0.54885066,0.48984888,0.593186,0.43837434,0.5789508,0.4055564
2376,0,0.6683373,0.325966,0.6945025,0.30257237,0.7995516,0.24957925,0.5513329,0.48844412,0.59557706,0.41336313
2377,1,0.38339463,0.61400443,0.43743062,0.5726263,0.45350012,0.5757631,0.4987025,0.5148397,0.40359634,0.6075309
2378,0,0.45700815,0.53960776,0.49082616,0.51612043,0.655709,0.3835124,0.52133036,0.47586605,0.46003968,0.53373617
2379,1,0.39923623,0.5977076,0.51188344,0.49426585,0.13385215,0.8762126,0.4619431,0.4813665,0.23222867,0.74478894
2380,1,0.3868304,0.61054426,0.45628786,0.55288523,0.31897026,0.68123984,0.5102249,0.5074219,0.3860348,0.5934366
2381,1,0.38905483,0.6084089,0.4560411,0.55300385,0.29929376,0.7002898,0.5216279,0.521232,0.30253214,0.6983484
2382,1,0.40993658,0.5868212,0.4809232,0.5271258,0.25552452,0.77094805,0.5763335,0.45832267,0.576038,0.40415558
2383,0,0.46042812,0.53620464,0.46103722,0.54777,0.48547667,0.5618123,0.5293282,0.45677036,0.6364035,0.3550747
2384,0,0.4652581,0.5307976,0.53550357,0.46941963,0.8250232,0.30350074,0.5282309,0.45803577,0.47399428,0.49900633
2385,0,0.48476574,0.51113933,0.5547717,0.44945744,0.6158858,0.42496768,0.54571897,0.439579,0.48756132,0.51314646
2386,0,0.501436,0.49440768,0.5750484,0.42842713,0.7728142,0.27725172,0.5601196,0.49088466,0.5768114,0.40066624
2387,0,0.51058316,0.48457727,0.5227417,0.4833193,0.50076616,0.5448256,0.52403116,0.46595508,0.51528484,0.4633748
2388,0,0.42988756,0.56684947,0.5389612,0.46524146,0.49371478,0.5298396,0.46929938,0.4794968,0.372112,0.6325869
2389,0,0.5544367,0.44038278,0.70294404,0.2946658,0.5594715,0.49045086,0.586714,0.4108717,0.5389566,0.45405036
2390,0,0.36954093,0.6281987,0.4850098,0.5225558,0.6929441,0.40048143,0.5529449,0.45633572,0.6771345,0.30998582
2391,0,0.7286345,0.26497936,0.815609,0.17792404,0.75938904,0.3325026,0.51682717,0.49883664,0.60971284,0.33527038
2392,1,0.39327392,0.60399306,0.46183598,0.5471486,0.33182418,0.6698396,0.5620334,0.46013752,0.444842,0.5588128
2393,0,0.52955276,0.46541837,0.6103399,0.39016864,0.87243295,0.18409067,0.5702555,0.4469096,0.4983875,0.47881886
2394,0,0.41633654,0.5804096,0.47604424,0.5323584,0.61814463,0.41355872,0.6007796,0.39416015,0.51426876,0.47722453
2395,1,0.3983413,0.5987428,0.43750685,0.5725324,0.3523075,0.65132576,0.51166075,0.514255,0.24443135,0.75498223
2396,0,0.42953813,0.5671388,0.5248105,0.48078832,0.60024244,0.43748388,0.621238,0.434429,0.5455588,0.4461966
2397,0,0.47721225,0.51925486,0.5554543,0.44840237,0.648051,0.39042515,0.5607538,0.48505646,0.4743262,0.51611674
2398,0,0.49197343,0.50340855,0.535022,0.46994805,0.66258156,0.3860722,0.5751959,0.472874,0.39028347,0.62148744
2399,0,0.59689766,0.39746672,0.6537451,0.34547865,0.84892476,0.21954879,0.5762392,0.43171513,0.5917759,0.3828733
2400,1,0.41108996,0.58593357,0.4814667,0.5262674,0.35182208,0.66713315,0.49288508,0.50512695,0.36164558,0.62884784
2401,0,0.43086863,0.5658636,0.50580424,0.50045145,0.9815556,0.038438022,0.49519733,0.46440992,0.6016761,0.37153363
2402,1,0.4200835,0.57669806,0.5226237,0.48346597,0.3635101,0.6307366,0.55276865,0.45235845,0.4760481,0.51790154
2403,0,0.40791583,0.58898455,0.5159712,0.48986858,0.7819845,0.32442892,0.54164386,0.48315427,0.6951561,0.25105858
2404,0,0.40926528,0.5875901,0.45525056,0.5539413,0.53894305,0.45011723,0.54888123,0.50879574,0.5710263,0.41683608
2405,1,0.42417908,0.5724778,0.52318925,0.48226613,0.34720778,0.68376106,0.5540454,0.512587,0.47636485,0.5126105
2406,0,0.47082,0.52534974,0.61569303,0.3859006,0.80713737,0.21329403,0.59645766,0.48475686,0.5666559,0.43843615
2407,0,0.53365207,0.4622121,0.5803979,0.42138618,0.5619328,0.4846545,0.5744445,0.46082044,0.53449404,0.43381554
2408,0,0.49097925,0.5050034,0.6259483,0.3745556,0.6980144,0.39532104,0.58170986,0.44267294,0.6078406,0.38542113
2409,0,0.45392376,0.54259115,0.45479077,0.55455446,0.5391589,0.49660233,0.5643156,0.42601156,0.5469959,0.43382472
2410,1,0.3957497,0.6013184,0.4450786,0.56473756,0.39089346,0.6618166,0.4945108,0.4996502,0.3932069,0.60022056
2411,1,0.38507622,0.612425,0.44515714,0.5646827,0.35676652,0.6931405,0.49517587,0.5075306,0.3651402,0.63540447
2412,0,0.41875315,0.5780759,0.5003567,0.5063913,0.39683622,0.63752913,0.48557723,0.5114606,0.4000033,0.5937027
2413,0,0.53067464,0.46434635,0.5654397,0.43813068,0.70376945,0.35642987,0.525126,0.5122446,0.63241655,0.33564085
2414,1,0.419474,0.5772809,0.4850415,0.5225487,0.28805608,0.74635196,0.5851089,0.4615786,0.41337305,0.5557639
2415,1,0.38695088,0.6103974,0.44586942,0.56388617,0.35805646,0.65892065,0.5711102,0.41277367,0.40475148,0.61322
2416,1,0.40829974,0.588586,0.43670207,0.5732653,0.31530488,0.6746582,0.5125327,0.5104354,0.4205372,0.5688841
2417,1,0.43210527,0.56462646,0.53028065,0.47505572,0.31131795,0.70743704,0.54932237,0.48155305,0.3905794,0.59579
2418,0,0.4308536,0.56585103,0.531843,0.472945,0.4657788,0.5703428,0.52837414,0.5540768,0.40859264,0.5750476
2419,1,0.44317064,0.5533286,0.5444958,0.45994747,0.41198537,0.59662604,0.5423908,0.42704993,0.43228552,0.55953693
2420,0,0.4761011,0.5203793,0.54917675,0.4540206,0.7441102,0.3236834,0.5374092,0.5068895,0.5244605,0.4391183
2421,0,0.58599484,0.40888542,0.7027099,0.29380533,0.76281154,0.29584265,0.55625415,0.48394677,0.6590769,0.29118955
2422,1,0.38864028,0.6086547,0.4424667,0.56754315,0.22734264,0.78323877,0.52265245,0.5076652,0.34121168,0.63923013
2423,1,0.44716424,0.5492121,0.5908603,0.41085774,0.405858,0.6343818,0.52814555,0.4876245,0.45653152,0.53279954
2424,0,0.41960979,0.57717586,0.44991252,0.5595872,0.7205418,0.33259758,0.482025,0.52798235,0.52030176,0.49047503
2425,1,0.41884494,0.57784617,0.4789907,0.5293038,0.33007836,0.6984379,0.57051086,0.47319698,0.42515883,0.57641673
2426,1,0.3955568,0.60162455,0.4612895,0.5478568,0.15984613,0.8524251,0.53087676,0.49113864,0.3013943,0.67550427
2427,0,0.54853445,0.44661543,0.5678023,0.4355947,0.63356423,0.400227,0.5745402,0.46764153,0.43531132,0.53622824
2428,0,0.4143464,0.5823778,0.44304729,0.5668634,0.54800355,0.46700463,0.5146046,0.51308143,0.38332036,0.6048267
2429,1,0.38119796,0.61635834,0.518684,0.48702547,0.42200923,0.59489125,0.54896986,0.50461113,0.42806822,0.56156546
2430,0,0.3848851,0.6125291,0.44712827,0.56261927,0.6225763,0.4286188,0.5306489,0.4515345,0.42799836,0.57575166
2431,0,0.43513232,0.5617842,0.51921475,0.48655137,0.5862609,0.45386416,0.45354196,0.498167,0.4658023,0.49030462
2432,0,0.46542826,0.53049034,0.61505806,0.38582638,0.6417178,0.39863482,0.56499106,0.48493934,0.5292192,0.46841457
2433,1,0.40430427,0.5926369,0.49115074,0.5162205,0.18810415,0.7994995,0.55186486,0.51546985,0.37449592,0.60899633
2434,0,0.48835298,0.5073735,0.5722969,0.4301291,0.7124873,0.34009394,0.5623271,0.45774034,0.5148694,0.46411008
2435,0,0.48077038,0.5153497,0.59681195,0.4055112,0.6644323,0.36548525,0.56473356,0.46872503,0.61132634,0.34389108
2436,0,0.4883555,0.5074491,0.5161401,0.4895445,0.77464104,0.27556163,0.53271115,0.45582268,0.3709587,0.6033146
2437,1,0.3911406,0.60604906,0.49674,0.5100696,0.39735502,0.63169754,0.4743304,0.5081155,0.45159903,0.5560983
2438,1,0.4150769,0.5818341,0.48511058,0.5225853,0.226143,0.808622,0.5534261,0.45429862,0.38556695,0.6032591
2439,0,0.43330193,0.56338805,0.46889624,0.54026175,0.5941384,0.42699298,0.5737528,0.46319562,0.5196966,0.48353672
2440,0,0.39736426,0.5996778,0.46591806,0.54303575,0.548747,0.48011878,0.53238374,0.47976488,0.4891639,0.50386286
2441,1,0.38935018,0.6080092,0.44044423,0.56956583,0.39158052,0.6523287,0.52698785,0.4461239,0.29258028,0.7016379
2442,1,0.38465017,0.61286473,0.46776643,0.5407443,0.31457186,0.68662506,0.5308604,0.47789317,0.5255903,0.44598567
2443,1,0.4242883,0.57243234,0.5188643,0.48678666,0.26337153,0.7452543,0.5379763,0.48278677,0.3812967,0.59519106
2444,1,0.37711197,0.62052035,0.45276734,0.5568558,0.09818667,0.91932696,0.55230236,0.46917897,0.3764788,0.6226271
2445,1,0.37755322,0.62021303,0.45909053,0.549674,0.36046556,0.6266914,0.53767323,0.4948867,0.38557684,0.61161387
2446,1,0.4257084,0.57108563,0.5046347,0.50158465,0.17998865,0.8161812,0.48836574,0.43824136,0.3464157,0.64354503
2447,0,0.44296163,0.55348873,0.51551527,0.49069434,0.6585366,0.41391054,0.5455504,0.4748746,0.3365798,0.6570294
2448,1,0.37438738,0.6234041,0.44578028,0.56402516,0.28391057,0.73251516,0.52591586,0.5118486,0.3271631,0.66837305
2449,0,0.48357907,0.5122391,0.61932594,0.38176206,0.70889485,0.41920727,0.5232855,0.5549405,0.43297875,0.5497658
2450,1,0.4645223,0.5317478,0.53591967,0.46884957,0.56989366,0.48411688,0.5528178,0.438168,0.46219027,0.52391917
2451,1,0.39496237,0.60212815,0.5002922,0.50669694,0.41383567,0.6076108,0.5509839,0.48983842,0.3961053,0.5985589
2452,0,0.4015178,0.5953137,0.4758516,0.5323274,0.83839417,0.2070866,0.65346915,0.35415947,0.636569,0.3433075
2453,0,0.37716058,0.62062114,0.45692736,0.55215365,0.6397408,0.41037136,0.5512563,0.45409104,0.48139533,0.4976595
2454,0,0.46647513,0.5294914,0.57245326,0.43040222,0.610342,0.41626605,0.6232977,0.42458898,0.483809,0.49721792
2455,0,0.6183942,0.37660924,0.67675686,0.32121956,0.70440984,0.3420552,0.5181644,0.44985294,0.5261021,0.49370795
2456,0,0.43231654,0.5645846,0.5342032,0.47094417,0.57689136,0.47139034,0.5356016,0.4898085,0.4345464,0.5510967
2457,1,0.38816896,0.60933274,0.43818536,0.57191634,0.1953592,0.78882873,0.54043335,0.4924065,0.43130502,0.5352043
2458,1,0.43793824,0.5591078,0.51473206,0.49096552,0.2962898,0.7110863,0.5627364,0.4802852,0.3750599,0.62517804
2459,1,0.4464565,0.55041546,0.59645617,0.4057352,0.42729458,0.60746634,0.53636837,0.4373842,0.3452605,0.64119864
2460,1,0.39684263,0.60022724,0.45862684,0.5507401,0.44338188,0.563005,0.5415309,0.4767194,0.43347853,0.5329049
2461,1,0.3752558,0.6224917,0.46510118,0.5438715,0.3814415,0.66387266,0.49712557,0.5210721,0.30931497,0.6905782
2462,0,0.50933033,0.4861944,0.55385995,0.44997498,0.6754412,0.3592291,0.5111408,0.48065817,0.6208423,0.3645043
2463,1,0.37968484,0.6178762,0.456522,0.552736,0.25398487,0.7600955,0.5298006,0.51020604,0.23226711,0.7544439
2464,0,0.6312308,0.3628974,0.6962336,0.30085126,0.8170574,0.24184251,0.5026108,0.5156521,0.60133284,0.42215735
2465,0,0.3964584,0.6005687,0.45783588,0.5513185,0.44155237,0.5830958,0.5829841,0.5385347,0.5002906,0.501089
2466,1,0.41781244,0.5789341,0.45782155,0.5512472,0.66992354,0.37884974,0.5234847,0.5020203,0.3246979,0.6884638
2467,0,0.50860226,0.48690376,0.56709206,0.43665913,0.6789453,0.38199973,0.54853654,0.41242462,0.46115285,0.5157293
2468,0,0.48706505,0.50874996,0.48171037,0.5264368,0.63722813,0.39391145,0.562558,0.43115652,0.45312974,0.5258519
2469,1,0.40265524,0.5942754,0.48661262,0.52077883,0.4290231,0.63589615,0.48695377,0.4244694,0.41226375,0.57244456
2470,1,0.4161088,0.58078516,0.44281802,0.56713074,0.35344762,0.65381324,0.4835268,0.5030016,0.2795054,0.7009709
2471,0,0.54842615,0.44669914,0.57983106,0.42299873,0.7210249,0.30907816,0.5504298,0.46505892,0.48445287,0.50001556
2472,0,0.46022993,0.5360719,0.5782998,0.42439008,0.77803075,0.2986525,0.6043671,0.4066769,0.53875613,0.45385882
2473,0,0.42830095,0.5681985,0.514215,0.4914721,0.35732064,0.6847642,0.5440195,0.5218782,0.4416453,0.5219462
